operatingSystemServicePack|logonCount|cn|description|dNSHostName|whenChanged|lastLogon|whenCreated|operatingSystemVersion|displayname|operatingSystem|name
Service Pack 2|15|QAIS||qais.eastnets.com|2008-12-11T05:10:06.000000000|2008-12-03 08:16:12|2008-10-26T11:03:41.000000000|5.1 (2600)||Windows XP Professional|QAIS
Service Pack 2|36737|ENDXBMAIL2||endxbmail2.eastnets.com|2009-02-28T10:40:43.000000000|2009-03-01 05:04:46|2008-10-29T11:21:03.000000000|5.2 (3790)||Windows Server 2003|ENDXBMAIL2
Service Pack 2|100|LORAPC||LoraPC.eastnets.com|2009-05-03T09:16:18.000000000|2009-05-03 13:16:36|2008-10-31T18:26:06.000000000|5.1 (2600)||Windows XP Professional|LORAPC
Service Pack 2|8|ADMINISTRATOR||administrator.eastnets.com|2009-04-26T13:10:10.000000000|2009-04-26 13:04:00|2008-11-03T11:47:10.000000000|5.1 (2600)||Windows XP Professional|ADMINISTRATOR
Service Pack 2|0|AABUGHAL-BACCA8||aabughal-bacca8.eastnets.com|2008-11-04T10:36:36.000000000|2008-11-05 15:46:33|2008-11-04T10:34:25.000000000|5.1 (2600)||Windows XP Professional|AABUGHAL-BACCA8
Service Pack 1|1|BANKBOURQAN||BankBourqan.eastnets.com|2011-05-09T07:34:07.000000000|2009-08-09 12:04:34|2008-11-05T09:23:50.000000000|5.2 (3790)||Windows Server 2003|BANKBOURQAN
Service Pack 2|85|AABUGHALION||aabughalion.eastnets.com|2010-05-12T05:09:36.000000000|2010-05-12 05:09:36|2008-11-06T13:24:38.000000000|5.1 (2600)||Windows XP Professional|AABUGHALION
Service Pack 2|157|MOHAMMADSALAMEH||MohammadSalameh.eastnets.com|2009-10-21T12:11:59.000000000|2009-10-25 07:51:25|2008-11-09T11:03:12.000000000|5.1 (2600)||Windows XP Professional|MOHAMMADSALAMEH
Service Pack 1|23|FAHED-PC||Fahed-PC.eastnets.com|2009-06-25T09:52:13.000000000|2009-07-01 10:29:30|2008-11-10T12:32:03.000000000|6.0 (6001)||Windows Vista™ Business|FAHED-PC
Service Pack 2|31|SUBRASHANTE||subrashante.eastnets.com|2009-01-21T05:06:13.000000000|2009-01-29 04:52:00|2008-11-10T13:44:24.000000000|5.1 (2600)||Windows XP Professional|SUBRASHANTE
Service Pack 2|216|MLEMORINAS||MLemorinas.eastnets.com|2010-05-09T05:38:47.000000000|2010-05-13 11:29:20|2008-11-16T08:55:04.000000000|5.1 (2600)||Windows XP Professional|MLEMORINAS
Service Pack 1|0|EN-MAESTRO||EN-Maestro.eastnets.com|2010-08-23T10:59:05.000000000|2009-06-15 11:27:21|2008-11-16T11:57:27.000000000|5.2 (3790)||Windows Server 2003|EN-MAESTRO
|262|ONUR||onur.eastnets.com|2009-06-15T07:57:40.000000000|2009-06-15 08:01:11|2008-11-18T05:33:16.000000000|6.0 (6000)||Windows Vista™ Business|ONUR
Service Pack 1|0|ENSBSAA6||ENSBSAA6.eastnets.com|2013-08-11T21:24:40.000000000|0|2008-11-18T09:40:24.000000000|5.2 (3790)||Windows Server 2003|ENSBSAA6
Service Pack 2|78|ANTIVIRUS||AntiVirus.eastnets.com|2009-03-01T03:33:56.000000000|2009-03-08 03:39:35|2008-11-24T10:31:34.000000000|5.2 (3790)||Windows Server 2003|ANTIVIRUS
Service Pack 2|0|ENAMMQA003||enammqa003.eastnets.com|2009-06-23T06:52:06.000000000|2009-04-30 09:05:03|2008-11-25T10:07:54.000000000|5.1 (2600)||Windows XP Professional|ENAMMQA003
Service Pack 2|62|ASTAMENOVA||AStamenova.eastnets.com|2009-05-20T07:31:09.000000000|2009-06-01 06:55:01|2008-11-26T10:29:34.000000000|5.1 (2600)||Windows XP Professional|ASTAMENOVA
Service Pack 1|18|ENAMSEC006||enamsec006.eastnets.com|2011-09-04T08:06:08.000000000|2011-06-28 08:12:12|2008-11-30T13:42:41.000000000|6.1 (7601)||Windows 7 Professional|ENAMSEC006
Service Pack 2, v.113|85|MASSAF||massaf.eastnets.com|2009-02-17T15:59:09.000000000|2009-02-22 15:51:04|2008-11-30T13:58:36.000000000|6.0 (6002)||Windows Vista™ Business|MASSAF
Service Pack 3|0|ENAMSUPPORT1||enamsupport1.eastnets.com|2009-06-29T06:52:09.000000000|2009-01-05 15:01:15|2008-12-01T11:53:55.000000000|5.1 (2600)||Windows XP Professional|ENAMSUPPORT1
Service Pack 2|80|HCHAMAS||HChamas.eastnets.com|2009-08-23T05:33:13.000000000|2009-09-01 09:21:47|2008-12-10T05:36:07.000000000|5.1 (2600)||Windows XP Professional|HCHAMAS
|364|razmi||RAzmi.eastnets.com|2010-03-28T06:02:23.000000000|2010-03-31 11:37:07|2008-12-14T06:01:07.000000000|6.1 (7600)||Windows 7 Enterprise|razmi
Service Pack 2|65|BPARTHARAO||BPartharao.eastnets.com|2009-06-21T08:31:45.000000000|2009-06-11 13:45:17|2008-12-14T06:38:36.000000000|5.1 (2600)||Windows XP Professional|BPARTHARAO
Service Pack 2|10|EASTNETS-84823B||eastnets-84823b.eastnets.com|2009-01-04T12:30:35.000000000|2009-01-06 12:04:03|2008-12-14T10:27:25.000000000|5.1 (2600)||Windows XP Professional|EASTNETS-84823B
Service Pack 1|0|PORTAL-VM||portal-vm.eastnets.com|2010-09-07T08:15:02.000000000|2009-08-18 00:12:42|2008-12-14T15:14:09.000000000|5.2 (3790)||Windows Server 2003|PORTAL-VM
Service Pack 2|8|EN||en.eastnets.com|2009-04-28T08:36:30.000000000|2009-04-28 08:38:43|2008-12-15T08:27:18.000000000|5.1 (2600)||Windows XP Professional|EN
Service Pack 2|159|ASANGHVI||asanghvi.eastnets.com|2010-02-28T07:13:36.000000000|2010-03-04 04:11:00|2008-12-15T11:32:43.000000000|5.1 (2600)||Windows XP Professional|ASANGHVI
Service Pack 3|119|ALLISON||Allison.eastnets.com|2012-08-02T13:17:38.000000000|2011-02-03 08:28:23|2008-12-15T11:49:18.000000000|5.1 (2600)||Windows XP Professional|ALLISON
Service Pack 3|0|ENAMJAVA1||enamjava1.eastnets.com|2008-12-16T14:24:59.000000000|2008-12-18 12:20:47|2008-12-16T14:18:25.000000000|5.1 (2600)||Windows XP Professional|ENAMJAVA1
Service Pack 2||PORTALANAS||PortalAnas.eastnets.com|2008-12-17T09:59:47.000000000||2008-12-17T09:49:22.000000000|5.2 (3790)||Windows Server 2003|PORTALANAS
Service Pack 2|9|ENAMJAVA||ENAMJAVA.eastnets.com|2010-07-25T07:57:19.000000000|2009-11-08 09:07:02|2008-12-21T09:57:49.000000000|6.0 (6002)||Windows Vista™ Business|ENAMJAVA
Service Pack 2|314|JOANM||JoanM.eastnets.com|2012-03-29T12:36:48.000000000|2012-04-01 08:10:18|2008-12-21T12:22:14.000000000|5.1 (2600)||Windows XP Professional|JOANM
Service Pack 3||ENAMDEV090||enamdev090.eastnets.com|2009-01-06T06:31:07.000000000||2008-12-22T08:57:25.000000000|5.1 (2600)||Windows XP Professional|ENAMDEV090
Service Pack 2|57|DENNISR||DennisR.eastnets.com|2009-06-03T06:43:37.000000000|2009-06-07 07:19:49|2008-12-22T09:33:09.000000000|5.1 (2600)||Windows XP Professional|DENNISR
Service Pack 2|10|ENEDC||enedc.eastnets.com|2013-08-12T00:34:21.000000000|2011-06-05 19:05:18|2008-12-22T11:37:54.000000000|5.2 (3790)||Windows Server 2003|ENEDC
Service Pack 1|5|BTSDB||btsdb.eastnets.com|2010-05-13T13:09:42.000000000|2009-06-21 08:52:11|2008-12-23T11:48:51.000000000|5.2 (3790)||Windows Server 2003|BTSDB
Service Pack 2|0|ENEFSERVER||ENEFSERVER.eastnets.com|2013-08-16T03:36:11.000000000|2011-08-18 01:13:20|2008-12-23T15:50:49.000000000|5.2 (3790)||Windows Server 2003|ENEFSERVER
Service Pack 2|46|ENEMAIL||enemail.eastnets.com|2013-08-15T07:39:34.000000000|2012-07-20 12:10:21|2008-12-23T18:28:23.000000000|5.2 (3790)||Windows Server 2003|ENEMAIL
Service Pack 2||EN-58||En-58.eastnets.com|2009-01-11T08:21:06.000000000||2008-12-24T03:16:58.000000000|5.1 (2600)||Windows XP Professional|EN-58
Service Pack 2|3|ENEIDM||ENEIDM.eastnets.com|2013-08-13T12:39:01.000000000|2011-02-13 11:36:39|2008-12-24T12:19:23.000000000|5.2 (3790)||Windows Server 2003|ENEIDM
Service Pack 2|0|ENEDB||ENEDB.eastnets.com|2013-08-09T16:51:24.000000000|2011-02-13 05:45:26|2008-12-24T12:20:02.000000000|5.2 (3790)||Windows Server 2003|ENEDB
Service Pack 2|0|ENE001||ENE001.eastnets.com|2013-08-17T08:24:40.000000000|2009-04-05 13:35:37|2008-12-27T01:08:20.000000000|5.1 (2600)||Windows XP Professional|ENE001
Service Pack 3, v.5755|4|ENE005||ENE005.eastnets.com|2012-11-19T09:08:46.000000000|2011-07-10 09:52:25|2008-12-27T01:18:52.000000000|5.1 (2600)||Windows XP Professional|ENE005
Service Pack 3, v.5657|3|ENE006||ENE006.eastnets.com|2012-11-12T12:54:01.000000000|2011-07-20 13:40:25|2008-12-27T01:19:41.000000000|5.1 (2600)||Windows XP Professional|ENE006
Service Pack 3, v.5755|0|ENE007||ENE007.eastnets.com|2012-09-27T11:36:26.000000000|2011-07-06 12:42:37|2008-12-27T01:20:18.000000000|5.1 (2600)||Windows XP Professional|ENE007
Service Pack 3, v.5755|0|ENE009||ENE009.eastnets.com|2012-08-07T05:54:44.000000000|2009-06-17 05:08:19|2008-12-27T01:43:49.000000000|5.1 (2600)||Windows XP Professional|ENE009
Service Pack 3, v.5755|2|ENE008||ENE008.eastnets.com|2012-02-27T08:53:58.000000000|2011-08-03 01:20:31|2008-12-27T01:44:27.000000000|5.1 (2600)||Windows XP Professional|ENE008
Service Pack 3, v.5755|3|ENE016||ENE016.eastnets.com|2013-08-12T06:19:22.000000000|2011-07-13 01:34:54|2008-12-27T02:01:54.000000000|5.1 (2600)||Windows XP Professional|ENE016
Service Pack 3, v.5755|2|ENE020||ENE020.eastnets.com|2013-08-16T15:51:12.000000000|2011-07-21 12:04:10|2008-12-27T02:19:35.000000000|5.1 (2600)||Windows XP Professional|ENE020
Service Pack 3|1|ENE021||ENE021.eastnets.com|2012-07-15T10:46:01.000000000|2010-07-21 13:53:14|2008-12-27T02:20:05.000000000|5.1 (2600)||Windows XP Professional|ENE021
Service Pack 3, v.5755|0|ENE022||ENE022.eastnets.com|2012-11-20T11:53:47.000000000|2010-09-22 17:54:14|2008-12-27T02:35:38.000000000|5.1 (2600)||Windows XP Professional|ENE022
Service Pack 3, v.5755|3|ENE023||ENE023.eastnets.com|2013-02-27T10:43:42.000000000|2011-06-26 17:40:47|2008-12-27T02:36:41.000000000|5.1 (2600)||Windows XP Professional|ENE023
Service Pack 3, v.5755|0|ENE004||ENE004.eastnets.com|2012-02-23T07:34:40.000000000|2009-06-17 09:41:04|2008-12-27T03:12:01.000000000|5.1 (2600)||Windows XP Professional|ENE004
Service Pack 3, v.5755|0|ENE003||ENE003.eastnets.com|2013-08-11T05:35:55.000000000|2011-07-20 13:52:03|2008-12-27T03:15:32.000000000|5.1 (2600)||Windows XP Professional|ENE003
Service Pack 3, v.5755|0|ENE017||ENE017.eastnets.com|2013-08-09T07:49:24.000000000|2010-08-04 17:20:20|2008-12-27T02:02:10.000000000|5.1 (2600)||Windows XP Professional|ENE017
Service Pack 3, v.5755|1|ENE011||ene011.eastnets.com|2013-08-19T02:21:30.000000000|2011-07-21 04:58:20|2008-12-27T09:23:02.000000000|5.1 (2600)||Windows XP Professional|ENE011
Service Pack 3, v.5755|1|ENE013||ene013.eastnets.com|2013-08-14T06:36:14.000000000|2011-07-21 10:59:25|2008-12-27T09:31:28.000000000|5.1 (2600)||Windows XP Professional|ENE013
Service Pack 3, v.5755|1|ENE014||ene014.eastnets.com|2013-08-13T12:39:01.000000000|2009-04-06 02:30:08|2008-12-27T09:36:45.000000000|5.1 (2600)||Windows XP Professional|ENE014
Service Pack 3, v.5755|1|ENE015||ENE015.eastnets.com|2013-08-12T06:19:22.000000000|2010-12-28 18:18:08|2008-12-27T09:52:25.000000000|5.1 (2600)||Windows XP Professional|ENE015
Service Pack 3, v.5755|0|ENE024||ene024.eastnets.com|2011-12-04T07:19:42.000000000|2011-09-14 12:28:38|2008-12-27T09:54:30.000000000|5.1 (2600)||Windows XP Professional|ENE024
Service Pack 3, v.5755|0|ENE025||ene025.eastnets.com|2012-09-30T07:51:16.000000000|2010-09-22 17:53:35|2008-12-27T09:59:41.000000000|5.1 (2600)||Windows XP Professional|ENE025
Service Pack 3|1|ENE026||ene026.eastnets.com|2013-07-08T17:52:04.000000000|2009-03-29 12:04:43|2008-12-27T10:01:17.000000000|5.1 (2600)||Windows XP Professional|ENE026
Service Pack 3, v.5755|2|ENE027||ene027.eastnets.com|2013-08-10T21:19:23.000000000|2009-10-15 14:00:51|2008-12-27T10:01:29.000000000|5.1 (2600)||Windows XP Professional|ENE027
Service Pack 3|2|ENE029||ENE029.eastnets.com|2013-08-13T12:39:01.000000000|2012-01-29 12:50:15|2008-12-27T10:06:02.000000000|5.1 (2600)||Windows XP Professional|ENE029
Service Pack 3, v.5755|1|ENE030||ENE030.eastnets.com|2013-08-13T12:39:01.000000000|2011-07-21 06:09:50|2008-12-27T10:14:59.000000000|5.1 (2600)||Windows XP Professional|ENE030
Service Pack 3, v.5657|1|ENE031||ene031.eastnets.com|2013-08-12T07:24:30.000000000|2011-06-26 18:22:35|2008-12-27T10:15:27.000000000|5.1 (2600)||Windows XP Professional|ENE031
Service Pack 3|0|ENE032||ENE032.eastnets.com|2013-07-31T08:06:07.000000000|2011-05-31 12:55:37|2008-12-27T10:15:41.000000000|5.1 (2600)||Windows XP Professional|ENE032
Service Pack 3, v.5755|3|ENE033||ene033.eastnets.com|2013-07-06T02:06:45.000000000|2012-01-31 12:04:47|2008-12-27T10:21:18.000000000|5.1 (2600)||Windows XP Professional|ENE033
Service Pack 3, v.5755|1|ENE034||ENE034.eastnets.com|2013-08-14T07:24:40.000000000|2009-04-09 06:23:01|2008-12-27T10:26:50.000000000|5.1 (2600)||Windows XP Professional|ENE034
Service Pack 3, v.5657|2|ENE036||ene036.eastnets.com|2013-08-18T19:54:40.000000000|2011-07-07 13:01:33|2008-12-27T10:27:12.000000000|5.1 (2600)||Windows XP Professional|ENE036
Service Pack 3, v.5755|0|ENE037||ene037.eastnets.com|2013-08-12T06:06:12.000000000|2009-03-29 13:41:55|2008-12-27T10:33:02.000000000|5.1 (2600)||Windows XP Professional|ENE037
Service Pack 2|2|ENE038||ENE038.eastnets.com|2013-08-13T15:36:15.000000000|2010-12-21 06:12:08|2008-12-27T10:33:18.000000000|5.1 (2600)||Windows XP Professional|ENE038
Service Pack 3, v.5657|0|ENE059||ENE059.eastnets.com|2012-01-23T08:54:24.000000000|2009-06-15 12:49:41|2008-12-27T10:34:27.000000000|5.1 (2600)||Windows XP Professional|ENE059
Service Pack 3, v.5755|0|ENE018||ene018.eastnets.com|2013-08-12T17:19:23.000000000|2010-12-28 18:08:23|2008-12-27T10:47:29.000000000|5.1 (2600)||Windows XP Professional|ENE018
Service Pack 3, v.5657|1|ENE012||ene012.eastnets.com|2011-05-02T12:09:01.000000000|2009-04-16 02:16:18|2008-12-27T10:49:57.000000000|5.1 (2600)||Windows XP Professional|ENE012
Service Pack 3, v.5755|0|ENE019||ene019.eastnets.com|2013-07-10T14:04:47.000000000|2011-10-03 12:28:36|2008-12-27T10:57:13.000000000|5.1 (2600)||Windows XP Professional|ENE019
Service Pack 2|1|ENE043||ene043.eastnets.com|2013-08-09T19:36:18.000000000|2010-11-22 13:58:41|2008-12-27T11:12:21.000000000|5.1 (2600)||Windows XP Professional|ENE043
Service Pack 3|0|ENE040||ene040.eastnets.com|2011-12-22T06:19:58.000000000|2011-09-06 03:55:42|2008-12-27T11:14:50.000000000|5.1 (2600)||Windows XP Professional|ENE040
Service Pack 3, v.5755|0|ENE041||ENE041.eastnets.com|2013-06-24T18:36:58.000000000|2010-09-22 17:54:04|2008-12-27T11:17:51.000000000|5.1 (2600)||Windows XP Professional|ENE041
Service Pack 3, v.5755|1|ENE042||ENE042.eastnets.com|2012-09-28T01:51:18.000000000|2011-03-06 19:08:21|2008-12-27T11:18:21.000000000|5.1 (2600)||Windows XP Professional|ENE042
Service Pack 2|2|ENEPRINTER||ENEprinter.eastnets.com|2013-08-12T11:21:15.000000000|2011-07-11 02:58:16|2008-12-27T11:26:21.000000000|5.1 (2600)||Windows XP Professional|ENEPRINTER
Service Pack 3, v.5657|0|ENE045||ENE045.eastnets.com|2011-05-02T12:09:01.000000000|2009-04-05 13:31:21|2008-12-27T12:18:14.000000000|5.1 (2600)||Windows XP Professional|ENE045
Service Pack 3, v.5755|0|ENE046||ENE046.eastnets.com|2013-08-14T07:39:38.000000000|2010-09-22 17:53:34|2008-12-27T12:19:05.000000000|5.1 (2600)||Windows XP Professional|ENE046
Service Pack 3, v.5755|1|ENE047||ene047.eastnets.com|2011-05-02T12:09:01.000000000|2009-04-05 13:30:14|2008-12-27T12:22:24.000000000|5.1 (2600)||Windows XP Professional|ENE047
Service Pack 3, v.5755|0|ENE048||ene048.eastnets.com|2012-09-06T06:30:49.000000000|2011-07-21 09:23:29|2008-12-27T12:28:57.000000000|5.1 (2600)||Windows XP Professional|ENE048
Service Pack 3, v.5755|1|ENE049||ENE049.eastnets.com|2013-08-12T06:06:33.000000000|2009-06-15 13:02:13|2008-12-27T12:37:01.000000000|5.1 (2600)||Windows XP Professional|ENE049
Service Pack 3, v.5755|4|ENE050||ENE050.eastnets.com|2013-08-18T15:06:31.000000000|2010-10-26 19:08:29|2008-12-27T12:38:07.000000000|5.1 (2600)||Windows XP Professional|ENE050
Service Pack 3, v.5755|2|ENE051||ene051.eastnets.com|2012-09-03T06:04:19.000000000|2011-07-21 13:02:04|2008-12-27T12:38:41.000000000|5.1 (2600)||Windows XP Professional|ENE051
Service Pack 3, v.5755|0|ENE002||ENE002.eastnets.com|2013-08-12T06:06:12.000000000|2009-06-15 13:13:30|2008-12-27T12:50:05.000000000|5.1 (2600)||Windows XP Professional|ENE002
Service Pack 2||ENE053||ENE053.eastnets.com|2011-05-02T12:09:01.000000000||2008-12-27T13:48:36.000000000|5.1 (2600)||Windows XP Professional|ENE053
Service Pack 2|3|ENE060||ENE060.eastnets.com|2011-05-02T12:09:01.000000000|2009-01-26 06:51:07|2008-12-27T14:03:26.000000000|5.1 (2600)||Windows XP Professional|ENE060
Service Pack 2||ENE054||ENE054.eastnets.com|2011-05-02T12:09:01.000000000||2008-12-27T14:07:06.000000000|5.1 (2600)||Windows XP Professional|ENE054
Service Pack 2||ENE062||ENE062.eastnets.com|2011-05-02T12:09:01.000000000||2008-12-27T14:16:05.000000000|5.1 (2600)||Windows XP Professional|ENE062
Service Pack 2||ENE055||ENE055.eastnets.com|2011-05-02T12:09:01.000000000||2008-12-27T14:19:03.000000000|5.1 (2600)||Windows XP Professional|ENE055
Service Pack 2||ENE056||ENE056.eastnets.com|2011-05-02T12:09:01.000000000||2008-12-27T14:42:27.000000000|5.1 (2600)||Windows XP Professional|ENE056
Service Pack 2|1|ENE061||ENE061.eastnets.com|2011-05-02T12:09:01.000000000|2009-04-05 13:01:30|2008-12-27T14:43:25.000000000|5.1 (2600)||Windows XP Professional|ENE061
Service Pack 2||REC007||rec007.eastnets.com|2009-01-13T09:50:59.000000000||2008-12-28T07:38:47.000000000|5.1 (2600)||Windows XP Professional|REC007
Service Pack 2||REC05||rec05.eastnets.com|2009-01-14T09:01:27.000000000||2008-12-28T07:50:01.000000000|5.1 (2600)||Windows XP Professional|REC05
Service Pack 2|0|REC006||REC006.eastnets.com|2009-01-07T09:01:16.000000000|2009-01-03 22:39:05|2008-12-28T08:01:30.000000000|5.1 (2600)||Windows XP Professional|REC006
Service Pack 2|0|EN-SHARE-SRV||EN-Share-SRV.eastnets.com|2009-07-30T08:24:56.000000000|2009-04-16 19:50:33|2008-12-28T08:28:37.000000000|5.2 (3790)||Windows Server 2003|EN-SHARE-SRV
Service Pack 2|0|BACKUP||backup.eastnets.com|2013-08-10T13:34:21.000000000|2012-01-23 07:16:38|2008-12-28T09:44:32.000000000|5.2 (3790)||Windows Server 2003|BACKUP
Service Pack 2|18|SAMEH||Sameh.eastnets.com|2009-03-30T08:49:59.000000000|2009-02-11 13:48:05|2008-12-28T13:32:38.000000000|5.1 (2600)||Windows XP Professional|SAMEH
Service Pack 3, v.5755|1|ENE-CPL028||ENE-CPL028.eastnets.com|2011-05-02T12:09:01.000000000|2010-09-22 17:53:07|2008-12-28T18:12:23.000000000|5.1 (2600)||Windows XP Professional|ENE-CPL028
Service Pack 1|0|SSAMY||SSAMY.eastnets.com|2009-01-04T08:20:58.000000000|2008-12-30 13:00:02|2008-12-29T00:14:08.000000000|6.0 (6001)||Windows Vista™ Business|SSAMY
Service Pack 3, v.5657|0|ENE058||ENE058.eastnets.com|2013-07-08T08:52:03.000000000|2009-06-17 09:36:11|2008-12-29T03:31:34.000000000|5.1 (2600)||Windows XP Professional|ENE058
Service Pack 3, v.5755|0|ENE-CPL015||ENE-CPL015.eastnets.com|2012-11-20T11:53:47.000000000|2011-05-31 12:54:44|2008-12-29T05:18:08.000000000|5.1 (2600)||Windows XP Professional|ENE-CPL015
Service Pack 2|6|EASTNETS1||eastnets1.eastnets.com|2013-08-10T03:36:13.000000000|2012-01-13 23:12:15|2008-12-29T09:49:56.000000000|5.2 (3790)||Windows Server 2003|EASTNETS1
Service Pack 3|165|RAQLIN||raqlin.eastnets.com|2010-08-12T07:19:16.000000000|2010-08-12 07:19:59|2008-12-29T10:09:24.000000000|5.1 (2600)||Windows XP Professional|RAQLIN
Service Pack 2||ENE-105||ENE-105.eastnets.com|2011-05-02T12:09:01.000000000||2008-12-29T10:08:44.000000000|5.1 (2600)||Windows XP Professional|ENE-105
Service Pack 2|139|ENE-109||ENE-109.eastnets.com|2011-05-02T12:09:01.000000000|2009-04-02 10:49:43|2008-12-29T10:11:05.000000000|5.2 (3790)||Windows Server 2003|ENE-109
|241|KPRAKASAM1||KPrakasam1.eastnets.com|2009-09-06T10:37:10.000000000|2009-09-06 11:10:51|2008-12-29T11:52:26.000000000|6.0 (6000)||Windows Vista™ Business|KPRAKASAM1
Service Pack 2|0|ENE-22||ENE-22.eastnets.com|2011-05-02T12:09:01.000000000|2009-01-22 13:17:27|2008-12-29T11:50:12.000000000|5.1 (2600)||Windows XP Professional|ENE-22
Service Pack 2||EN-120||en-120.eastnets.com|2009-01-15T09:59:41.000000000||2008-12-29T18:18:44.000000000|5.1 (2600)||Windows XP Professional|EN-120
Service Pack 2||HHELWANY||hhelwany.eastnets.com|2009-02-19T08:11:32.000000000||2008-12-31T09:43:29.000000000|5.1 (2600)||Windows XP Professional|HHELWANY
Service Pack 2||ENE-117DELED||ene-117deled.eastnets.com|2011-05-02T12:09:01.000000000||2008-12-31T09:47:27.000000000|5.1 (2600)||Windows XP Professional|ENE-117DELED
Service Pack 3|2|ENAMQA010||enamqa010.eastnets.com|2009-03-29T07:52:08.000000000|2009-03-29 11:12:33|2008-12-31T13:26:34.000000000|5.1 (2600)||Windows XP Professional|ENAMQA010
Service Pack 2|76|MANAL||Manal.eastnets.com|2011-01-12T08:21:40.000000000|2011-01-12 08:10:43|2009-01-04T05:17:28.000000000|5.1 (2600)||Windows XP Professional|MANAL
Service Pack 2|0|DVLP||dvlp.eastnets.com|2011-03-17T10:03:26.000000000|2009-04-08 00:48:40|2009-01-04T07:14:02.000000000|5.1 (2600)||Windows XP Professional|DVLP
Service Pack 2|8|HAGEE||hagee.eastnets.com|2009-04-21T06:51:12.000000000|2009-04-29 07:55:57|2009-01-05T05:38:17.000000000|5.1 (2600)||Windows XP Professional|HAGEE
Service Pack 2||ENE-70OLD||ENE-70old.eastnets.com|2011-05-02T12:09:01.000000000||2009-01-05T10:46:20.000000000|5.1 (2600)||Windows XP Professional|ENE-70OLD
Service Pack 3|0|SHADY-LABTOP||shady-labtop.eastnets.com|2009-06-28T05:30:34.000000000|2009-04-06 13:31:23|2009-01-06T13:20:28.000000000|5.1 (2600)||Windows XP Professional|SHADY-LABTOP
Service Pack 3|46|DMASAD||DMasad.eastnets.com|2009-03-04T10:21:40.000000000|2009-03-05 13:21:09|2009-01-11T05:52:44.000000000|5.1 (2600)||Windows XP Professional|DMASAD
Service Pack 3, v.5657|2|ENE057||ENE057.eastnets.com|2012-09-30T20:22:47.000000000|2011-10-04 04:25:25|2009-01-11T06:44:14.000000000|5.1 (2600)||Windows XP Professional|ENE057
Service Pack 2|0|ENEMONA||ENEMona.eastnets.com|2011-05-02T12:09:01.000000000|2009-06-18 04:14:41|2009-01-11T11:47:24.000000000|5.1 (2600)||Windows XP Professional|ENEMONA
|7|ENAMDEV053||enamdev053.eastnets.com|2011-08-24T07:50:55.000000000|2011-03-23 15:22:07|2009-01-11T14:29:35.000000000|6.1 (7600)||Windows 7 Professional|ENAMDEV053
